0	599346	599503	599208	599210	600749	599665	600769	599646	600120	600498	599323	599797	599916	599727	600041	600442	600195	599956	599963	599866	599961	600197	599390	600191	599451	600172	600233	599775	598539	600393	600614	600068	600351	599362	600594	599516	599525	599310	599899	599980	600065	600356	599893	599381	599907	599997	599563	599679	599499	600067	599668	600596	599799	600875	600281	600625	600450	600296	599394	600716	599466	600164	600267	600197	599871	600527	600667	600153	600886	599938	599954	600178	599863	600130	600077	600595	600422	599758	599991	599214	600126	598939	600492	599356	600113	599787	600516	600172	598700	599480	599663	599478	599956	600053	600535	600203	600960	600633	600210	600116
1	149374	149734	149709	149579	148038	149215	147500	148751	148163	148232	149278	148780	148665	148543	148767	147840	148214	148382	148516	148600	148725	148264	149279	148592	149364	148738	148379	148999	150200	147526	147776	147887	148583	148831	147521	149182	149012	149456	148745	148514	149095	148028	149233	149865	149482	148402	148854	148973	149314	148484	149320	148297	148937	147924	148891	147772	148426	148243	149569	147755	149281	148666	148656	148543	148996	147793	148199	148605	147629	148888	148695	148147	148603	148310	148859	147739	148159	148996	148802	149865	147942	149964	147737	149500	148340	148750	147560	148824	149946	149416	148835	149633	148682	149196	148047	148343	147156	148401	147912	148491
2	132449	132356	133147	132620	131172	132259	131447	131976	130653	131427	132491	131800	131723	131053	131368	131423	131605	131360	131612	132069	131349	131736	132261	132076	132109	132076	130949	132681	132842	130467	131413	130608	131780	131677	130874	132172	132172	133033	132082	131032	132074	131256	131981	132154	132458	131180	131444	132169	132301	131597	132860	130706	131974	130914	132254	130592	131134	131069	132316	130437	132780	131178	132006	131278	132122	130711	131326	131032	130830	132077	131071	131072	130987	131720	133232	131052	131336	131772	132113	132776	130416	133281	130648	132602	131643	132355	130499	132504	133201	132570	131839	132576	131563	131935	130297	131547	130305	131588	130989	131716
3	128765	128386	128943	128208	127193	128082	126199	127719	126453	127756	128319	127934	127253	127142	127163	127052	127024	127324	127396	127973	126960	127805	128075	127653	127575	127631	126224	128410	128431	126353	127006	126322	127527	127507	126646	127896	127645	128588	127526	126718	128202	126755	127661	128062	128616	126386	127475	127785	128026	126904	128181	126659	127705	126655	127933	126644	126987	126422	128655	126456	128536	127029	127499	127046	127820	126142	127485	126762	126220	127829	126777	126831	127366	127648	129178	126470	126942	128358	127391	129355	126521	129764	126602	128580	127161	128020	126166	127748	129211	128723	127693	128371	126950	127373	126297	126945	126372	127432	126313	127710
4	125091	124540	125295	124842	123685	124464	122346	124198	122558	124280	124080	124032	123462	123504	123222	123343	123338	123898	123652	124350	123337	124235	124309	124054	123781	123687	122783	125256	124522	122314	123018	123322	124395	123641	123326	124506	123552	125318	123742	122743	124210	123405	122956	123855	123772	122548	123238	123579	123786	124031	124305	122721	124234	122671	123646	122643	123575	122858	124218	122519	124414	122713	123978	123997	123971	122578	123744	123274	122370	124557	123740	123202	123619	123951	125331	123554	123427	124390	123590	125690	122730	125676	123233	124637	123446	124431	122961	124406	126243	124546	123427	125512	122961	123575	122719	123136	122032	124024	123277	123495
5	123633	123602	123893	123023	121882	123047	120541	122966	120892	123220	122912	123087	121872	122336	121444	121330	121021	121745	122448	123392	121403	122756	123554	122392	121804	121930	121007	123339	123311	120998	121867	121553	122845	121682	121048	123404	121721	123668	121833	121102	122429	122678	121616	122207	121820	120918	122157	122014	121856	122761	122721	121254	122586	120458	121898	121508	121673	121332	122558	120856	123207	121042	122443	122427	122554	120785	122103	121795	120643	122909	122417	121374	122411	122746	123706	121759	121989	122937	122048	124273	121395	124265	121792	123013	121496	122806	121423	122274	124671	123136	122028	123700	121268	121200	121392	121605	119944	122220	122270	122647
6	121208	121135	122378	120853	120636	121805	118946	121122	119209	121047	120840	120563	120166	120371	119016	119917	119865	120742	119934	121776	119511	120821	121650	120507	119968	120206	119208	121828	121146	118775	119597	120208	120781	120342	119345	121428	119226	122300	119698	119195	120479	120752	119918	120083	120393	119174	119486	119706	119494	120697	121132	119305	120645	118920	120150	119257	119644	119775	120258	118716	120948	118809	120828	120981	120895	118755	120243	119615	119063	121400	120395	119792	120180	120790	121628	120026	120347	121792	119971	122507	119112	122143	120062	120569	120593	120906	119299	120709	122587	121009	120130	122251	119527	119643	118941	120075	118324	120715	119985	120737
7	120726	120058	121498	120103	119604	120994	118053	119979	118264	119894	119884	119964	119077	119312	118418	119064	118698	120005	118832	120955	118118	120231	120938	119566	118867	119310	117863	120621	120327	118563	118847	119050	120093	119025	118539	119823	118413	121135	118798	118145	119985	120421	119179	118674	119676	118813	118332	119401	118831	120357	120237	118838	119477	117779	119077	118805	119220	119413	118864	117962	120820	118001	120143	120032	119830	118132	119328	118882	118101	120073	119272	118792	118856	120098	120710	119690	119533	120443	119322	122089	118096	120863	119338	120055	118729	119882	118541	119948	121917	120201	119100	121822	118729	118447	118775	118882	117469	119600	119869	120952
8	119604	119582	120670	119519	119251	120283	117768	119202	117816	119057	118943	118845	118756	118724	117312	118449	118063	119224	118335	120669	117688	119687	120017	118950	118457	118988	117432	120236	119688	117093	117987	118318	118615	118627	117978	119250	117947	120643	117951	117191	119317	119550	118258	118216	118970	118057	117789	118594	118656	119174	119370	118227	118863	117016	118398	117500	118626	118445	118855	117152	119652	116998	119628	119367	118862	117299	119107	117574	117571	119581	118542	117948	118223	119556	119856	119516	119044	120379	118716	121432	117559	120231	118408	118300	118385	119547	117271	119298	121529	118727	117766	121418	118063	118083	117476	118186	116368	118896	119326	119508
9	119168	119538	121186	119206	119065	119963	117315	119278	117775	118921	118645	119324	118252	118580	117259	118529	117251	119016	118071	120234	117646	119290	120022	118911	118098	118859	117573	120065	119951	117710	117490	118136	119106	118473	118084	119441	117732	120466	118336	117167	118932	119463	117632	117992	118820	118204	117542	118252	118593	119035	119432	117960	118777	117145	117768	117371	118592	118511	118546	117067	120016	116960	119152	119533	118589	116931	119124	117724	117578	119465	118740	118089	117957	119936	120593	119379	118444	119565	118714	120774	117880	120141	117739	118512	118435	118939	117858	118906	121043	118967	118115	121359	117664	118234	117785	117577	116152	118098	118818	119348
