0	149908	150413	150108	149963	150112	150360	150037	150059	150221	149847	150245	150415	149947	150027	150165	150288	150125	149819	149718	150188	150421	150129	150345	150325	149783	149695	149919	149999	149749	149550	149821	149630	149540	149731	150146	149628	150584	150144	149451	150184	150585	149937	149514	149956	149605	150143	149763	150452	150222	150148	150077	150045	149640	150205	149574	150001	150169	150289	150268	149751	149961	149747	150291	149710	150095	149913	149640	150028	149794	149424	150128	150238	149919	149868	149580	149748	149865	149811	149445	150491	149948	150175	149788	150363	150165	150228	150162	149721	149774	150209	150023	149922	150654	149754	150109	150097	149974	150138	149783	150245
1	37093	36593	36962	37093	36947	36705	37093	37100	36921	37524	37183	36680	37086	37284	36935	36625	36960	37339	37679	36817	36739	36845	36705	36845	37595	37369	37583	37173	37397	37824	37400	37638	37501	37810	37035	37587	36623	36725	37781	36877	36407	37130	37696	37158	37609	36988	37665	36889	36997	37158	36951	36908	37775	37101	37323	37010	36633	36824	36816	37474	37331	37484	36975	37187	36906	37389	37741	37406	37857	37962	36983	36837	37375	37365	37623	37417	37153	37345	37973	36457	37030	36822	37379	36423	37052	36707	37177	37712	37420	36828	37115	37304	36370	37396	37228	36940	37191	37070	37418	37099
2	33064	32394	32870	32689	32535	32542	33061	33350	32628	33344	33049	32532	32566	33187	32278	32293	32797	32895	33320	32656	32482	32400	32455	32270	33555	33196	33342	32792	33007	33385	32939	33478	33402	33554	32953	33481	32240	32636	33742	32147	32181	32248	33679	32960	33347	32777	33091	32842	32726	32827	32709	32491	33549	32706	33084	32952	32329	32757	32577	33079	33151	33690	32412	32896	32642	33135	33426	33160	33403	33829	32571	32439	32887	32947	33143	33227	32921	33358	33724	32308	32465	32354	32741	32237	32899	32700	33045	33672	32995	32755	32676	32997	32010	32885	32706	32769	32723	32924	33072	32650
3	32084	31321	31771	31612	31653	31803	31911	31936	31772	32640	31826	31560	31880	32262	31742	31394	31736	31946	32681	31656	31128	31256	31602	31257	32621	32116	32487	31769	31905	32305	32364	32556	32315	32812	31776	32490	31109	31315	32636	31388	31082	31360	32372	31932	32474	31549	32304	31871	31478	31798	31700	31520	32409	31765	31879	32041	31468	31684	31308	32149	32115	32681	31475	31680	31669	32282	32320	32213	32515	32953	31621	31493	32073	32035	32059	32487	32093	32182	32475	31377	31480	31564	31814	30948	31731	31591	32028	32631	31760	31809	31605	31893	31094	31965	31541	31863	31544	31978	31928	31875
4	31176	30379	30967	30561	30861	30864	31150	31414	30747	31612	30734	31007	30864	31495	30683	30346	30641	30918	31544	30727	30185	30275	30979	30346	31801	31295	31318	30613	30799	31411	31440	31492	31362	31517	31079	31568	30356	30529	31782	30320	30261	30458	31383	30742	31350	30515	31319	30923	30652	30856	30744	30602	31486	30739	31052	30980	30406	30738	30564	31028	30852	31835	30498	30754	30586	31057	31487	31209	31685	31769	30581	30447	30912	31016	30920	31791	31111	31298	31475	30553	30470	30406	30997	30445	30750	30884	30920	31803	30810	30829	30380	30902	30176	30874	30680	31027	30660	31031	30931	30576
5	30917	30021	30507	30292	30643	30610	30570	30934	30626	31515	30437	30746	30298	30892	30200	30089	30352	30435	31242	30262	29905	29990	30379	30118	31231	30741	30900	30351	30480	30799	30954	30594	31160	31343	30407	30970	29823	30115	31418	30171	29776	30126	31168	30742	30915	30049	30821	30559	30260	30720	30689	30281	31165	30508	30654	30466	30226	30261	30354	30465	30208	31353	30195	30250	30362	30669	30971	30809	31420	31434	30033	29898	30845	30691	30532	31576	30491	30759	30995	29941	30145	29913	30721	30177	30368	30632	30326	31020	30186	30549	29993	30405	29911	30363	29981	30615	30203	30544	30401	30159
6	30099	29723	30366	30153	30248	30206	30019	30342	29887	30952	29621	30170	30155	30563	29593	29512	29992	29838	30652	29497	29338	29651	29826	29560	30675	30262	30658	30007	29775	30567	30239	30292	30555	30962	30249	30307	29428	29752	30850	29564	29327	29609	30584	30306	30207	29526	30390	30006	29759	30008	30170	29881	30831	29965	30123	30090	29593	29610	29936	30247	30014	30867	29456	29828	30020	30102	30684	30352	30953	30423	29685	29392	30207	30164	29893	31228	30029	30530	30495	29235	29761	29295	30235	29671	30009	30212	29881	30574	30011	30278	29645	29829	29182	30099	29684	30266	29748	29992	30291	29937
7	29969	29513	29932	29858	29958	30039	29910	30131	29753	30658	29250	29821	29738	30645	29322	29282	29821	29780	30573	29490	29105	29236	29633	29481	30324	30152	30415	29558	29451	30298	30072	29644	30551	30706	29832	30170	29198	29386	30698	29646	29433	29533	29943	30413	30202	29404	30131	29789	29636	30043	30380	29844	30500	29949	30026	29922	29473	29511	29737	29891	30007	30793	29384	29707	29740	30002	30436	30031	30869	30337	29237	29204	30341	29859	29418	31494	29777	30296	30194	28970	29572	29039	30078	29484	29629	29742	29394	30136	29341	30160	29248	29783	29267	29954	29450	29995	29529	30184	29928	29999
8	29596	29404	29556	29714	29759	29782	29537	29926	29696	30654	29038	29772	29479	30389	28944	28946	29495	29176	30483	29127	28815	28982	29485	29078	30225	30107	30319	29352	29280	30170	29735	29668	29864	30270	29876	30014	29033	29296	30630	29484	29193	29209	29611	30187	30378	29324	29643	29735	29453	29739	30207	29693	30543	29993	29857	29661	29003	29451	29724	29622	29774	30738	28881	29519	29509	29628	30485	29847	30575	30090	29163	29103	30023	29566	29308	31162	29741	30113	30063	28986	29621	28779	29951	29562	29644	29625	28762	30357	29382	30342	29313	29326	28823	29606	29328	29709	29366	29694	29787	29634
9	29394	29439	29473	29436	29580	29778	29408	30044	29547	30283	28823	29616	29309	30514	28943	29207	29595	29517	30400	29098	28915	29020	29140	29226	30199	29663	30112	29498	29130	30150	29554	29580	30063	30325	29652	29653	29078	29313	30341	29412	29216	29204	29553	30386	30014	29480	29668	29735	29406	29798	30371	29708	30198	29837	29771	29719	29089	29465	29323	29813	29849	30941	29008	29302	29522	29248	30067	29611	30683	29971	29078	29019	30055	29697	29187	30946	29650	30032	30178	28682	29715	28742	29962	29515	29331	29675	28900	29946	29155	30139	29399	29287	28784	29867	29325	29405	29185	29810	29600	29607
